,Role,Description
621,People Operations,"Advanced Degree or JD.
Experience influencing and building relationships with stakeholders, including clients, cross-functional partners and leadership.
Experience with cultural and/or organizational change management and transformation.
Ability to work in a rapidly changing environment.
Strong project management skills in order to identify and address barriers to the implementation of new policy.
Excellent written/verbal communication, analytical and problem solving skills to identify impacts to policy and create new policies as needed."
622,People Operations,"AA/AS/BA/BS degree in early childhood education or related field
California Master Teacher Child Development Permit or California Teacher Child Development Permit
2 years of teaching experience with children ages 3 months to 3 years for Infant/Toddler Teachers and with children ages 3 years to 5 years for Preschool.
3 Infant/Toddler Child Development units"
623,People Operations,"Experience with market research and talent mapping.
Experience in sourcing/lead generation in an executive search company.
Proven ability to consistently and positively contribute in a fast-paced, changing work environment with the ability to prioritize multiple functions and tasks.
Demonstrated interest in learning about new sourcing techniques.
Excellent problem-solving, communication and facilitation skills."
624,People Operations,"Experience with project design, planning, execution, and scaling.
Self-starter with an ability to manage projects to successful and timely conclusions while collaborating cross-functionally, multi-tasking and managing multiple clients.
Ability to navigate ambiguity and make thoughtful recommendations to best serve stakeholder and organizational needs.
Detail-oriented problem solver with a passion for innovation and improving interviewing processes and interviewer pool health.
Strong interpersonal and influencing skills.
Excellent written and verbal communication skills, including presentation writing and delivery across a wide range of audiences."
625,People Operations,"Demonstrated experience with cross-functional collaboration and influence
Experience working as a management consultant, working with external clients.
Understanding of how to communicate large complex change.
Demonstrated ability to work within constraints as well as to challenge the status quo.
Ability to analyze data, understand trends and develop recommendations for action based on the analysis.
Excellent communication, analytical and problem solving skills."
626,People Operations,"Highly proficient with advanced spreadsheet skills; deep interest in analyzing data and the ability to distill trends for storytelling and principled recommendations
Excellent project management, written and verbal communications skills
Comfortable presenting directly to senior audience (for example, Sales and People Operations leadership)"
627,People Operations,"10 years of experience in internal recruiting or HR experience with demonstrated success in building out, leading or managing teams of high-performing individuals.
Proven track record of developing recruiting professionals at all levels
Strong analytical skills and ability to work with metrics, numbers, and trends.
Adept at influencing through strong relationships, expertise and data. Ability to manage a complex set of stakeholders.
Comfortable rolling up your sleeves to get things done in tandem with participating in deeply complex strategy discussions.
Excellent communication and interpersonal skills with a proven ability to take initiative and build strong, productive relationships; an ability to identify and galvanize this complex web of relationships and dependencies to holistically solve problems and seize opportunities."
628,People Operations,"5 years of recruiting experience in an agency or corporate setting.
Experience closing senior and/or executive level candidates and negotiating complex compensation packages.
Experience solving complex business issues and delivering significant impact as an individual contributor.
A track record of personal accountability, strong work ethic, integrity, and proven organizational skills with attention to detail.
Ability to handle customer relationship management, provide strong customer consultative skills and work in a large-team environment.
Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships."
629,People Operations,"10 years of experience in internal recruiting or HR experience with demonstrated success in building out, leading or managing teams of high-performing individuals.
Proven track record of developing recruiting professionals at all levels
Strong analytical skills and ability to work with metrics, numbers, and trends.
Adept at influencing through strong relationships, expertise and data. Ability to manage a complex set of stakeholders.
Comfortable rolling up your sleeves to get things done in tandem with participating in deeply complex strategy discussions.
Excellent communication and interpersonal skills with a proven ability to take initiative and build strong, productive relationships; an ability to identify and galvanize this complex web of relationships and dependencies to holistically solve problems and seize opportunities."
630,People Operations,"Proficiency with SQL, R, and/or spreadsheet software.
Client-service oriented, with the ability to prioritize and work well in an environment with competing demands.
Interest in analyzing data, with the ability to see beyond the numbers to drive sound decision-making
Effective attention to detail, and written and verbal communications skills."
631,People Operations,"MBA or M.S.
Account management, client service and/or management consulting experience.
Experience developing thought leadership in the areas of learning, training or change strategies.
Experience working independently and managing multiple projects concurrently.
Experience in large scale technology and business transformations.
Strong communication and presentation skills."
632,People Operations,"MBA or Master's degree.
Demonstrated experience with cross-functional collaboration and influencing stakeholders.
Client-service experience with a strong focus on delivering exceptional customer service.
Strong interpersonal, teamwork and organizational skills."
633,People Operations,"Experience suggesting user-focused improvements, navigating/influencing cross-functional teams to drive change and analysing data/trends.
Affinity for technology, including intermediate to advanced aptitude with spreadsheets, JavaScript/Python, and/or SQL.
Ability to self-start and self-direct work in an ambiguous environment.
Demonstrated attention to detail with time-management and multitasking skills.
Excellent relationship management skills, welcoming and helpful.
High level of creativity, perseverance and openness to change."
634,People Operations,"CIPD qualification or equivalent.
Experience in People Management.
Understanding of EMEA employment law principles in UK and Ireland, and at least one other EMEA country.
Ability to listen and convey opinions and recommendations both in writing and orally. Effective interpersonal, collaboration and communication skills with the ability to handle sensitive matters with tact and diplomacy.
Proven project management skills, with demonstrated ability to manage global projects.
Effective analytical and problem solving skills with ability to organize and analyze data."
635,People Operations,"5 years of recruiting experience in an agency or corporate setting.
Experience closing senior and/or executive level candidates and negotiating complex compensation packages.
Experience solving complex business issues and delivering significant impact as an individual contributor.
A track record of personal accountability, strong work ethic, integrity, and proven organizational skills with attention to detail.
Ability to handle customer relationship management, provide strong customer consultative skills and work in a large-team environment.
Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships."
636,People Operations,"Experience collaborating on projects involving multiple teams, managing an ongoing relationship with client, and presenting to audiences.
Experience using quantitative and qualitative analytical strategies and working with multiple data sources to generate insights from analyses, answering questions or creating solutions, and manipulating data to measure the effectiveness of programs, interventions, and efforts for an organization.
Experience using data visualization (e.g., tables, charts, graphs); Experience with conducting research using basic statistics (e.g., correlations, t-tests, regressions).
Experience forming testable statements generated from inductive reasoning that can be verified via statistical and analytical means.
Ability to self-start and self-direct work in an unstructured environment, and comfortable dealing with ambiguity.
Excellent communications skills and solutions, and client service-oriented with an emphasis on creativity and diligence."
637,People Operations,"MBA or an advanced degree.
Extensive experience with outsourcing/offshoring including vendor management, vendor transitions, new site launches, Statement of Work (SOW) development, contracting, changing pricing models.
Demonstrated personal accountability and integrity, and an ability to build strong, productive relationships with senior leaders across the business.
Superb ability to consult, influence, and manage clients. Ability to drive efforts and projects through relationships and a broad knowledge base.
Strong leadership, organizational, stakeholder management and oral/ written communication skills - ability to thrive as part of a global team.
Excellent analytical and problem solving skills with capability to process high amount of data to drive business strategies and decisions."
638,People Operations,"5 years of recruiting experience in an agency or corporate setting.
Experience closing senior and/or executive level candidates and negotiating complex compensation packages.
Experience solving complex business issues and delivering significant impact as an individual contributor.
A track record of personal accountability, strong work ethic, integrity, and proven organizational skills with attention to detail.
Ability to handle customer relationship management, provide strong customer consultative skills and work in a large-team environment.
Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships."
639,People Operations,"Experience in HR, people programs, or other large scale people related roles.
Demonstrated experience with cross-functional collaboration and influence
Experience with coaching and mentoring others.
Client-service orientation with a strong focus on delivering exceptional customer service.
Strong interpersonal, teamwork and organizational skills."
640,People Operations,"Advanced degree in Industrial Engineering, Operations Design, or Business Administration.
Significant project management experience.
Deep knowledge of Lean and/or supply chain design principles and/or familiarity with Staffing and HR operations.
Ability to influence senior decision makers.
Excellent communication, organization, and documentation skills."
641,People Operations,"Experience closing a diverse range of senior and/or executive level candidates and negotiating complex compensation packages
Solid history of solving complex problems and delivering significant impact as an individual contributor
A track record of personal accountability, strong work ethic, integrity, and proven organizational skills with attention to detail.
Ability to handle customer relationship management, provide strong customer consultative skills and work in a large-team environment.
Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships."
642,People Operations,"Programming experience in MySQL, SQL, C++, or Java.
Detail-orientated with a passion for improving interview processes.
Knowledge of best practices in user interface design and user experience (UI design). Knowledge of principles of process automation based on user needs/program goals.
Self-starter with an ability to manage projects to completion while collaborating cross-functionally, multi-tasking and managing multiple clients.
Ability to develop tools and user interfaces. Ability to design and implement application programming interfaces (APIs).
Excellent written and verbal communication skills, including presentation writing and delivery across a wide range of audiences."
643,People Operations,"Strong track record of solving complex problems, designing creative strategies, and delivering significant impact as a manager and a leader.
Strong domain knowledge and expertise in executive search or executive talent acquisition.
Proven ability to develop teams and maximize individual and team performance while maintaining a fun working environment.
Demonstrated personal accountability and integrity.
Strong passion for advancing the human capital agenda of the organization.
Deep interest in technology."
644,People Operations,"Experience working towards staffing goals.
Experience in analytics and consulting.
Understanding of technical skill sets and the tools required to source them (e.g Boolean search techniques, applicant tracking systems, etc).
Effective customer service, analytical thinking and communication skills."
645,People Operations,"Experience in coaching and mentoring others.
Demonstrated experience with cross-functional collaboration and influence.
Demonstrated client-service experience, with a focus on delivering exceptional customer service.
Effective interpersonal, teamwork and organizational skills."
646,People Operations,"Experience using Google products including Gmail, Calendar, Docs, Sheets and Sites.
Ability to prioritize and complete multiple tasks, and follow through with team members to achieve group as well as individual goals.
Ability to grow positive working relationships with colleagues at all organizational levels.
Highly motivated and creative professional with demonstrated project and budget management, organizational and communication skills.
Focused on providing top-quality client support for the coordination and seamless delivery of events."
647,People Operations,"10 years of experience in internal recruiting or HR experience with demonstrated success in building out, leading or managing teams of high-performing individuals.
Proven track record of developing recruiting professionals at all levels
Strong analytical skills and ability to work with metrics, numbers, and trends.
Adept at influencing through strong relationships, expertise and data. Ability to manage a complex set of stakeholders.
Comfortable rolling up your sleeves to get things done in tandem with participating in deeply complex strategy discussions.
Excellent communication and interpersonal skills with a proven ability to take initiative and build strong, productive relationships; an ability to identify and galvanize this complex web of relationships and dependencies to holistically solve problems and seize opportunities."
648,People Operations,"10 years of experience in internal recruiting or HR experience with demonstrated success in building out, leading or managing teams of high-performing individuals.
Strong analytical skills and ability to work with metrics, numbers, and trends.
Adept at influencing through strong relationships, expertise and data. Ability to manage a complex set of stakeholders.
Ability to identify and galvanize this complex web of relationships and dependencies to holistically solve problems and seize opportunities.
Comfortable rolling up your sleeves to get things done in tandem with participating in deeply complex strategy discussions.
Excellent communication and interpersonal skills with a proven ability to take initiative and build strong, productive relationships."
649,People Operations,"MBA or Master's degree.
A combination of HR experience in the following areas: organizational design, succession planning, performance management, diversity and inclusion, business consulting, coaching and development, talent management, data analysis and employee relations.
Experience in Management Consultation, working with external clients.
Demonstrated analytical and problem solving skills, with the ability to analyze data, understand trends and develop recommendations for action based on the analysis.
Effective consultation and coaching skills, with the ability to build relationships with leaders, and a complex set of stakeholders, in order to drive organizational change."
650,People Operations,"Experience solving complex business issues, designing creative strategies and delivering significant impact as a leader.
Collaborative team player, with experience maximizing teams as well as individual performance.
Strong domain expertise in executive search or executive talent acquisition.
Deep interest in technology.
Ability to maintain a high level of personal accountability, integrity and authenticity."
651,People Operations,"Experience with managing long-term and large scale projects.
Knowledge of the academic cycle and campus recruiting procedures and practices.
Ability to work with multiple groups, including remote teams, and build strong personal networks across a complex, fast-moving organization.
Excellent problem-solving capabilities and analytical skills."
652,People Operations,"Experience with outsourcing including vendor management and transitions, new site launches, Statement of Work (SOW) development, contracting and changing pricing models.
Ability to engage with leadership teams effectively, facilitate discussions, influence effectively and develop relationships.
Ability to drive efforts and projects through relationships and a broad knowledge base.
Effective analytical and problem-solving skills, with the ability to process high amounts of data to drive business strategies and decisions.
Excellent leadership, organization and communication skills, with the ability to consult, influence, and manage clients."
653,People Operations,"Demonstrated ability to develop recommendations and implement solutions to promote ongoing improvements to Google's recruitment efforts based on client needs
Ability to maintain confidence and professionalism when leading others through ambiguous and complex situations. Ability to influence and negotiate diplomatically and fairly with a range of stakeholders
Attention to accuracy of highly detailed information and the ability to solve problems based on due diligence of information
Excellent communication, teamwork, and client service skills; ability to clearly communicate in discussions and written documents, and to deliver regular updates and feedback clearly and tactfully"
654,People Operations,"5 years of recruiting experience in an agency or corporate setting.
Experience closing senior and/or executive level candidates and negotiating complex compensation packages.
Experience solving complex business issues and delivering significant impact as an individual contributor.
A track record of personal accountability, strong work ethic, integrity, and proven organizational skills with attention to detail.
Ability to handle customer relationship management, provide strong customer consultative skills and work in a large-team environment.
Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships."
655,People Operations,"Advanced spreadsheet and SQL or relevant database experience.
Experience managing projects for the complete lifecycle, with competing resources and priorities. Proven ability assessing ambiguous problem sets and helping teams identify concrete next steps to address business objectives and pain points.
Familiarity with agile principles and practices which encourage quick-to-launch, iterative development and predictable delivery.
Ability to partner effectively on cross-functional initiatives, and to influence project team and stakeholders without direct authority.
Healthy skepticism of anecdotes, uses data and critical thinking to make decisions. Comfortable shaping and managing projects on a large cross-functional team, with strong sense of focus and excellent attention to detail while working in a very fast-paced environment.
Excellent interpersonal and communication skills."
656,Product & Customer Support,"Experience managing technical system implementation projects in a consulting industry.
Familiarity with the ad serving industry, ad exchanges and networks. Knowledge of Google Platforms (DoubleClick Bid Manager, DoubleClick for Advertisers, DoubleClick Search V3, DoubleClick For Publishers and AdWords).
Demonstrated ability to be flexible/adaptable in exercising judgment in a dynamic environment and able to manage competing priorities.
Ability to absorb complex technical concepts and communicate them to a non-technical audience effectively."
657,Product & Customer Support,"Experience or internship in sales, customer support, account management, business analysis, marketing or consulting in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G-Suite, Google Cloud Platform).
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Strong communication and presentation skills, both written and verbal."
658,Product & Customer Support,"MBA, MS or PhD degree in a related or quantitative field.
Experience in a multi-channel client/customer support environment (e.g., email, phone, chat, social), and passion to drive collaboration and deliver executive-level presentations.
Capability to think strategically, balancing a broad range of internal and external factors when identifying problems, proposing solutions, and making decisions
Passion for technology and an ability to identify new opportunities, drive collaboration and deliver high-quality, complex projects across teams.
Demonstrated ability to build strong relationships at all levels as a cross-functional influencer.
Ability to consistently deliver quality outputs in a high paced and dynamic environment, work through ambiguity, with an ability to work to tight deadlines."
659,Product & Customer Support,"PhD in a quantitative discipline.
Experience in coding (e.g C/C++, Python, Java), databases and querying (e.g SQL, MySQL, MapReduce, Hadoop) and statistical analysis (e.g., R, Stata, SPSS, SAS).
Experience working with fraud, security and threat analysis in the context of Internet-related products/activities.
Experience translating analysis results into business recommendations.
Proficiency in Machine Learning (e.g tools, prepare training sets, train classifiers, etc).
Ability to draw inferences, quantify uncertainty, risk and recommend actions."
660,Product & Customer Support,"Relevant industry or research experience.
Familiarity with both classical and Bayesian inference.
Familiarity with experimental design principles.
Ability to draw conclusions from data and recommend actions.
Demonstrated willingness to both teach others and learn new techniques."
661,Product & Customer Support,"MBA, MS or PhD degree in a related or quantitative field.
Experience in a multi-channel client/customer support environment (e.g., email, phone, chat, social), and passion to drive collaboration and deliver executive-level presentations.
Capability to think strategically, balancing a broad range of internal and external factors when identifying problems, proposing solutions, and making decisions
Passion for technology and an ability to identify new opportunities, drive collaboration and deliver high-quality, complex projects across teams.
Demonstrated ability to build strong relationships at all levels as a cross-functional influencer.
Ability to consistently deliver quality outputs in a high paced and dynamic environment, work through ambiguity, with an ability to work to tight deadlines."
662,Product & Customer Support,"Experience in designing and executing structured analysis, deriving business insights, and evaluating the impact of business decisions.
Experience working with and developing for non-technical users (defining requirements, explaining technical concepts to non-technical business users, etc).
Experience with scripting languages and business intelligence tools.
Demonstrated ability to analyze complex data-sets in a fast-paced environment, with the ability to work strategically and objectively.
Ability to deal with and prioritize multiple priorities while driving towards pragmatic decisions.
Excellent oral and written communication skills, with the ability to communicate findings in a structured and clear manner to a non-technical audience."
663,Product & Customer Support,"Master's degree in Computer Science and/or a MBA.
Experience in a People Management role - managing a team, attracting and growing talent.
Understanding of solution architecture within web and mobile environments and technical experience of web/internet related technologies, architecture across Software/Platform/Infrastructure-as-a-Service (SaaS, PaaS and IaaS) and competitive cloud productivity suites.
Ability to effectively present to both technical and non-technical audiences, engaging C-Level in business and technology transformation.
Demonstrated ability to inspire and grow teams to their full potential in a sales environment.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Demonstrated organizational and project management capabilities."
664,Product & Customer Support,"Experience or demonstrated interest in sales, customer support, account management, marketing or consulting.
Experience in leading and motivating individuals, teams, and those around you.
Demonstrated record in managing and customizing experiences for a customer base.
Proactive, independent worker with the ability to work well with others.
Ability to multi-task and to manage multiple projects simultaneously while paying careful attention to detail.
Interest in working toward strategic objectives."
665,Product & Customer Support,"Experience in managing multiple, time-sensitive initiatives with high-attention to detail.
Experience in troubleshooting device and service issues.
Experience working with hardware partners on consumer electronics products.
Demonstrated ability to lead and implement high-impact projects with cross-functional teams.
Excellent project management, problem-solving, relationship building and analytical skills."
666,Product & Customer Support,"Experience or internship in sales, customer support, account management, business analysis, marketing or consulting in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G-Suite, Google Cloud Platform).
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Strong communication and presentation skills, both written and verbal."
667,Product & Customer Support,"7 years of experience in the outsourcing industry. Experience in direct vendor management, setting and driving vendor strategy, process improvement, contracting and commercial negotiations.
Ability to problem solve, find solutions, make things happen and to manage projects across multiple stakeholders and geographies. Ability to collaborate and to develop partnerships effectively.
Demonstrated self starter, with a customer focus and the ability to thrive in an ambiguous environment.
Demonstrated understanding of customer support verticals.
Effective communication skills with the ability to manage and influence senior stakeholders."
668,Product & Customer Support,"Master's degree in Computer Science and/or a MBA.
Experience in a People Management role - managing a team, attracting and growing talent.
Understanding of solution architecture within web and mobile environments and technical experience of web/internet related technologies, architecture across Software/Platform/Infrastructure-as-a-Service (SaaS, PaaS and IaaS) and competitive cloud productivity suites.
Ability to effectively present to both technical and non-technical audiences, engaging C-Level in business and technology transformation.
Demonstrated ability to inspire and grow teams to their full potential in a sales environment.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Demonstrated organizational and project management capabilities."
669,Product & Customer Support,"Experience with leading and motivating.
Experience managing and customizing experience to a customer base.
Ability to work well with your team and others.
Proven ability to multi-task and manage multiple projects at a time while paying attention to detail.
Proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution.
Interest in working toward strategic goals."
670,Product & Customer Support,"Experience in sales, marketing, consulting or customer support.
Experience or interest in online advertising, analytics and social media.
Effective problem-solving and analytical skills, with the ability to see both detail and big picture challenges.
High tolerance for ambiguity, with the ability to operate in a fast-paced, dynamic environment. Effective resourcefulness in mining available knowledge bases to find answers and solutions.
Proactive, independent worker with the capacity to lead, motivate and work well with others."
671,Product & Customer Support,"Experience in sales, customer support, account management, marketing or consulting.
Experience in leading and motivating others, with the ability to work well with your team.
Demonstrated record in managing and customizing experiences for a customer base.
Ability to multi-task and to manage multiple projects simultaneously while paying careful attention to detail.
Proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution."
672,Product & Customer Support,"Experience in one or more of the following areas: fraud and risk management, data analytics packages (e.g. R, Python w/Pandas, NumPy, SciPy), machine learning, statistical and quantitative modeling.
Knowledge of web-research, online advertising, fraud detection and e-commerce.
Knowledge of one or more programming languages.
Ability to manage multiple projects simultaneously in a fast paced and dynamic environment..
Demonstrated business acumen with project management skills.
Distinctive problem-solving, analytical skills, and structuring skills, with ability to synthesize data into useful formats and bring actionable insights through effective communication."
673,Product & Customer Support,"Experience managing technical system implementation projects in a consulting industry.
Familiarity with the ad serving industry, ad exchanges and networks. Knowledge of Google Platforms (DoubleClick Bid Manager, DoubleClick for Advertisers, DoubleClick Search V3, DoubleClick For Publishers and AdWords).
Demonstrated ability to be flexible/adaptable in exercising judgment in a dynamic environment and able to manage competing priorities.
Ability to absorb complex technical concepts and communicate them to a non-technical audience effectively."
674,Product & Customer Support,"Experience in managing complex, cross functional projects.
Experience working with Vendor teams.
Track record of problem-solving and maintaining complex capacity and budget models.
Excellent people management, organization, and interpersonal skills.
Excellent communication and presentation skills, both written and verbal."
675,Product & Customer Support,"Expertise in complex optimizations with proven impact.
Ability to think strategically and analyze the needs of stakeholders. Comfort in dealing with ambiguity and complexity.
Demonstrated success on projects - ability to independently lead, communicate and collaborate with multiple stakeholders.
Strong business acumen and passion for delivering outstanding customer experience. Strong analytical and structured problem solving capabilities.
High degree of proactivity and ownership - self-starter and self-driven.
Effective communication and presentation skills with the ability to influence stakeholders."
676,Product & Customer Support,"Experience in designing and executing structured analysis, deriving business insights, and evaluating the impact of business decisions.
Experience working with and developing for non-technical users (defining requirements, explaining technical concepts to non-technical business users, etc).
Experience with scripting languages and business intelligence tools.
Demonstrated ability to analyze complex data-sets in a fast-paced environment, with the ability to work strategically and objectively.
Ability to deal with and prioritize multiple priorities while driving towards pragmatic decisions.
Excellent oral and written communication skills, with the ability to communicate findings in a structured and clear manner to a non-technical audience."
677,Product & Customer Support,"Strong project management skills (e.g. ability to plan, coordinate and execute assigned task)
Proven ability to work with our partners (Vendor Operations and vendor agents) in a positive, productive way that encourages collaboration
Forensic skills and attention to detail when crafting operations and processes. Ability to foresee and fix process gaps. Skilled in creating quality assurance processes that accurately audit performance and inform future trainings
Excellent written and verbal skills. Ability to work effectively cross-functionally, with proven track record of driving results."
678,Product & Customer Support,"Experience or interest in sales, customer support, account management, marketing or consulting.
Experience with leading and motivating others.
Demonstrated experience in managing and customizing experience to a customer base.
Proven ability to multi-task and manage multiple projects at a time while paying attention to detail."
679,Product & Customer Support,"MBA, MS or PhD degree in a related or quantitative field.
Experience in a multi-channel client/customer support environment (e.g., email, phone, chat, social), and passion to drive collaboration and deliver executive-level presentations.
Capability to think strategically, balancing a broad range of internal and external factors when identifying problems, proposing solutions, and making decisions
Passion for technology and an ability to identify new opportunities, drive collaboration and deliver high-quality, complex projects across teams.
Demonstrated ability to build strong relationships at all levels as a cross-functional influencer.
Ability to consistently deliver quality outputs in a high paced and dynamic environment, work through ambiguity, with an ability to work to tight deadlines."
680,Product & Customer Support,"2 years of experience in customer-facing communications and customer relations (such as community management).
A strong background in managing communities for brands or organizations.
Familiarity with the Made by Google portfolio
Online user-to-user support, community management social media, or marketing communications
Excellent communication skills (written and verbal)"
681,Product & Customer Support,"MBA, MS or PhD degree in a related or quantitative field.
Experience in a multi-channel client/customer support environment (e.g., email, phone, chat, social), and passion to drive collaboration and deliver executive-level presentations.
Capability to think strategically, balancing a broad range of internal and external factors when identifying problems, proposing solutions, and making decisions
Passion for technology and an ability to identify new opportunities, drive collaboration and deliver high-quality, complex projects across teams.
Demonstrated ability to build strong relationships at all levels as a cross-functional influencer.
Ability to consistently deliver quality outputs in a high paced and dynamic environment, work through ambiguity, with an ability to work to tight deadlines."
682,Product & Customer Support,"Relevant industry or research experience.
Familiarity with both classical and Bayesian inference.
Familiarity with experimental design principles.
Ability to draw conclusions from data and recommend actions.
Demonstrated willingness to both teach others and learn new techniques."
683,Product & Customer Support,"BA/BS in Computer Science, Mathematics, Statistics, Engineering or related discipline.
Experience with JavaScript, SQL, Python or web development.
Experience in data analysis and report generation and a solid understanding of how the Internet works.
Demonstrated analytical skills and excellent oral and written communication skills
Ability to read, write and speak an Indic language (Hindi/Bengali/Telugu, etc.)."
684,Product & Customer Support,"MS degree in Computer Science, Applied Mathematics, Statistics, Quantitative Social Sciences or related field.
Experience with cyber security and malware reducing common and unknown computer risks.
Experience with machine learning, data mining, or building statistical methods.
Ability to thrive in a fun, collaborative and fast-paced environment."
685,Product & Customer Support,"PhD in a quantitative discipline.
Experience in coding (e.g C/C++, Python, Java), databases and querying (e.g SQL, MySQL, MapReduce, Hadoop) and statistical analysis (e.g., R, Stata, SPSS, SAS).
Experience working with fraud, security and threat analysis in the context of Internet-related products/activities.
Experience translating analysis results into business recommendations.
Proficiency in Machine Learning (e.g tools, prepare training sets, train classifiers, etc).
Ability to draw inferences, quantify uncertainty, risk and recommend actions."
686,Product & Customer Support,"Experience or internship in sales, customer support, account management, business analysis, marketing or consulting in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
687,Product & Customer Support,"Experience managing technical system implementation projects in a consulting industry.
Familiarity with the ad serving industry, ad exchanges and networks. Knowledge of Google Platforms (DoubleClick Bid Manager, DoubleClick for Advertisers, DoubleClick Search V3, DoubleClick For Publishers and AdWords).
Demonstrated ability to be flexible/adaptable in exercising judgment in a dynamic environment and able to manage competing priorities.
Ability to absorb complex technical concepts and communicate them to a non-technical audience effectively."
688,Product & Customer Support,"Operations Six Sigma certification (or other relevant operations coursework).
3 years of analytical work experience - understanding customer needs and working with data to identify trends and develop solutions.
Experience in project management, customer service, process quality and process optimization.
Experience working in transition management.
Knowledge of SQL.
Knowledge of one or more areas within AdWords (Analytics, Policy, Search etc) and/or in one or more Platforms products (Ad Exchange, CAS, DoubleClick Bid Manager, DoubleClick Campaign Manager, DoubleClick Search)."
689,Product & Customer Support,"MS degree in Computer Science and/or MBA.
Experience with software lifecycle and build tools. Experience architecting and developing software for scalable, distributed systems.
Experience in, and understanding of, data and information management, especially as it relates to big data trends and issues within businesses. Hands-on experience using and/or managing databases.
Experience with Linux. Demonstrated knowledge of web application development platforms and related technologies, with a strong grasp of enterprise networking and identity management systems.
Demonstrated knowledge of Big Data, PaaS, SaaS, IaaS, public cloud, and related industry and technical concepts.
Ability craft compelling messaging and to tailor it for a given audience. Ability to mix deep technical expertise with simple, everyday language to deliver a story that is memorable and useful."
690,Product & Customer Support,"Relevant and extensive PhD research or work experience.
Experience in directly managing or program managing technical teams e.g. Data Scientists, Quantitative Analysts or Engineering teams.
Extensive experience with both classical and Bayesian inference and experimental design principles.
Experience in delivering projects that involve multiple stakeholders from different areas (for example: Engineering, Policy, Product) and in multiple offices in different time-zones.
Deep interest and aptitude in data, metrics, analysis and trends. Applied knowledge of measurement, statistics and program evaluation."
691,Product & Customer Support,"Master's degree in Computer Science or other relevant technical field.
Experience with Big Data, Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) technologies.
Experience serving as a Customer Service Operative or Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Experience and knowledge of SAP technologies (SAP Business Suite, S/4HANA, SAP Business Warehouse, SAP Hybris, SAP Business Objects, Sybase, Leonardo suite etc.) and their architecture and infrastructure needs.
Experience with SAP HANA, including sizing, disaster recovery, multi tenancy concepts, scale-out architectures and data tiering.
Understanding of SAP cloud offerings with focus on HEC and SAP Cloud Platform. Ability to quickly learn, understand and work with new emerging technologies, methodologies, and solutions in the cloud technology space."
692,Product & Customer Support,"Operations Six Sigma certification (or other relevant operations coursework).
3 years of analytical work experience - understanding customer needs and working with data to identify trends and develop solutions.
Experience in project management, customer service, process quality and process optimization.
Experience working in transition management.
Knowledge of SQL.
Knowledge of one or more areas within AdWords (Analytics, Policy, Search etc) and/or in one or more Platforms products (Ad Exchange, CAS, DoubleClick Bid Manager, DoubleClick Campaign Manager, DoubleClick Search)."
693,Product & Customer Support,"Google Cloud Platform Architect Certification or equivalent.
Experience providing training to a diverse set of customers.
Comfortable working in a fast growing, dynamic and sometimes ambiguous environment.
Ability to speak and write in Spanish fluently and idiomatically."
